,arc,naa,nbv,nlth,nvi
30232,"E não entrará nela coisa alguma que contamine e cometa abominação e mentira, mas só os que estão inscritos no livro da vida do Cordeiro.","Nela não entrará nada que seja impuro, nem o que pratica abominação e mentira, mas somente os inscritos no Livro da Vida do Cordeiro.",Nenhum mal será permitido nela — ninguém que seja imoral ou enganador — mas somente aqueles cujos nomes estão escritos no Livro da Vida do Cordeiro.,"Porém nela não entrará nada que seja impuro nem ninguém que faça coisas vergonhosas ou que conte mentiras. Entrarão na cidade somente as pessoas que têm o seu nome escrito no Livro da Vida , o qual pertence ao Cordeiro.","Nela jamais entrará algo impuro, nem ninguém que pratique o que é vergonhoso ou enganoso, mas unicamente aqueles cujos nomes estão escritos no livro da vida do Cordeiro."
21667,"E disse: Que vês, Amós? E eu disse: Um cesto de frutos do verão. Então, o SENHOR me disse: Chegou o fim sobre o meu povo Israel; daqui por diante nunca mais passarei por ele.","E perguntou: — O que você está vendo, Amós? E eu respondi: — Um cesto de frutos de verão. Então o SENHOR me disse: “Chegou o fim para o meu povo de Israel; não posso mais ignorar o que fazem.","“O que você está vendo, Amós?”, ele perguntou. Eu respondi: “Um cesto cheio de frutas maduras”. Aí o SENHOR me disse: “Essas frutas representam o meu povo, Israel, maduro para receber o castigo. Não o pouparei mais!","Ele me perguntou: — Amós, o que é que você está vendo? — Uma cesta cheia de frutas maduras! — respondi. Então ele me disse: — Chegou o fim para o povo de Israel, que está maduro, pronto para ser arrancado como uma fruta madura. Nunca mais vou mudar de ideia e perdoá-los.","“O que você está vendo, Amós?”, ele perguntou. Um cesto de frutas maduras, respondi. Então o SENHOR me disse: “Chegou o fim de Israel, o meu povo; não mais o pouparei”."
1998,"Então, despediu Moisés o seu sogro, o qual se foi à sua terra.","Então Moisés se despediu de seu sogro, e este voltou para a sua terra.","Então Moisés se despediu de seu sogro, e este voltou para a sua terra.","Então Moisés se despediu de Jetro, e Jetro voltou para casa.","Então Moisés e seu sogro se despediram, e este voltou para a sua terra."
20370,"Quando as tuas mercadorias eram exportadas pelos mares, fartaste a muitos povos; com a multidão da tua fazenda e do teu negócio, enriqueceste os reis da terra.","Quando as suas mercadorias eram exportadas pelos mares, você satisfez muitos povos; com as suas muitas riquezas e suas mercadorias você enriqueceu os reis da terra.","Exportando seus produtos em navios, ela satisfez os desejos de muitas nações. Seu comércio era tão fabuloso que deixou ricos os reis de várias nações da terra.","Quando as suas mercadorias eram carregadas através dos mares, você satisfazia a muitas nações. Com a riqueza dos seus bens, você enriqueceu os reis da terra.","Quando as suas mercadorias saíam para o mar, você satisfazia muitas nações; com sua grande riqueza e com seus bens você enriqueceu os reis da terra."
4917,"Então, escreveu o SENHOR nas tábuas, conforme a primeira escritura, os dez mandamentos, que o SENHOR vos falara no dia da congregação, no monte, do meio do fogo; e o SENHOR mas deu a mim.","Então o SENHOR escreveu nas tábuas, segundo a primeira escritura, os dez mandamentos que ele havia falado a vocês no dia da congregação, no monte, no meio do fogo. Depois o SENHOR entregou as tábuas para mim.","Então o SENHOR escreveu nelas o que tinha escrito anteriormente, ou seja, os dez mandamentos que ele havia falado a vocês do monte, do meio do fogo, no dia em que vocês estavam embaixo observando, e depois entregou as tábuas para mim.","Aí Deus, o SENHOR, conforme havia feito antes, escreveu nelas os dez mandamentos, os mesmos que tinha dado a vocês quando falou do meio do fogo no alto do monte, naquele dia em que vocês estavam reunidos na presença dele. O SENHOR me entregou as placas,","O SENHOR escreveu nelas o que tinha escrito anteriormente, os Dez Mandamentos que havia proclamado a vocês no monte, do meio do fogo, no dia em que estavam todos reunidos. O SENHOR as entregou a mim,"
17195,"Até as faias se alegram sobre ti, e os cedros do Líbano, dizendo: Desde que tu caíste, ninguém sobe contra nós para nos cortar.","Até os ciprestes se alegram por causa de você, e os cedros do Líbano exclamam: “Desde que você caiu, ninguém mais vem para nos cortar.”",Até as árvores das florestas — os ciprestes e os cedros do Líbano — cantam de alegria: ‘Acabou o poder do rei da Babilônia! De agora em diante ninguém virá nos derrubar!’ ”,"Até os ciprestes e os cedros do Líbano estão contentes com a queda do rei da Babilônia e dizem: “Desde o dia em que ele caiu, não apareceu ninguém para nos derrubar.”","Até os pinheiros e os cedros do Líbano alegram-se por sua causa e dizem: “Agora que você foi derrubado, nenhum lenhador vem derrubar-nos!”"
24052,"E, passado o sábado, Maria Madalena, Salomé e Maria, mãe de Tiago, compraram aromas para irem ungi-lo.","Passado o sábado, Maria Madalena, Maria, mãe de Tiago, e Salomé compraram óleos aromáticos para ungir o corpo de Jesus.","Na tarde do outro dia, passado o sábado, Maria Madalena, Salomé e Maria, mãe de Tiago, foram comprar perfumes para embalsamar o corpo de Jesus.","Depois que terminou o sábado, Maria Madalena, Salomé e Maria, a mãe de Tiago, compraram perfumes para perfumar o corpo de Jesus.","Quando terminou o sábado, Maria Madalena, Salomé e Maria, mãe de Tiago, compraram especiarias aromáticas para ungir o corpo de Jesus."
19526,e falou com ele benignamente e pôs o seu trono acima dos tronos dos reis que estavam com ele em Babilônia;,Falou com ele de modo bondoso e lhe deu um lugar de mais honra do que a dos reis que estavam com ele na Babilônia.,Evil-Merodaque foi muito bondoso para com Joaquim e lhe deu um lugar de honra entre os outros reis que viviam na Babilônia.,Evil-Merodaque tratou Joaquim com bondade e lhe deu uma posição mais alta do que a dos outros reis que eram prisioneiros com ele em Babilônia.,Ele falou bondosamente com ele e deu-lhe um assento de honra mais elevado do que os dos outros reis que estavam com ele na Babilônia.
17340,"Envergonha-te, ó Sidom, porque o mar, a fortaleza do mar, fala, dizendo: Eu não tive dores de parto, nem dei à luz, nem ainda criei jovens, nem eduquei donzelas.","Fique envergonhada, ó Sidom, porque o mar, a fortaleza do mar, fala, dizendo: “Não tive dores de parto, não dei à luz, não criei rapazes, nem eduquei moças.”","Sidom, você que é a fortaleza do mar, deve sentir uma enorme vergonha, pois o mar, a fortaleza do mar, falou: “Nunca tive dores de parto nem dei à luz; nunca criei filhos nem eduquei filhas!”","Fique envergonhada, cidade de Sidom, e você também, Tiro, fortaleza da beira do mar! Pois o mar disse : “Nunca tive dores de parto, nem dei à luz; nunca criei filhos ou filhas.”","Envergonhe-se, Sidom, pois o mar, a fortaleza do mar, falou: “Não estive em trabalho de parto nem dei à luz; não criei filhos nem eduquei filhas”."
5349,"E o SENHOR te porá por cabeça e não por cauda; e só estarás em cima e não debaixo, quando obedeceres aos mandamentos do SENHOR, teu Deus, que hoje te ordeno, para os guardar e fazer.","O SENHOR os porá por cabeça e não por cauda; e só estarão em cima e não debaixo, se obedecerem aos mandamentos do SENHOR, seu Deus, que hoje lhes ordeno, para os guardar e cumprir.","Se vocês obedecerem aos mandamentos do SENHOR, o seu Deus, e guardarem e cumprirem tudo quanto ordeno a vocês, então o SENHOR fará de vocês cabeça, e não cauda. E vocês estarão sempre por cima, e não por baixo.","Se obedecerem fielmente a todos os mandamentos do SENHOR Deus que hoje eu estou dando a vocês, ele fará com que fiquem no primeiro lugar entre as nações e não no último; e fará também com que a fama de vocês sempre cresça e nunca diminua.","O SENHOR fará de vocês a cabeça das nações e não a cauda. Se obedecerem aos mandamentos do SENHOR, o seu Deus, que hoje dou a vocês e os seguirem cuidadosamente, vocês estarão sempre por cima, nunca por baixo."
12415,"Mas os olhos dos ímpios desfalecerão, e perecerá o seu refúgio; e a sua esperança será o expirar da alma.","Mas os olhos dos ímpios desfalecerão, sem que encontrem refúgio; a única esperança deles será morrer.”","Os pecadores rebeldes, por outro lado, se cansarão à procura de refúgio, mas não acharão lugar para onde fugir; para eles, a única esperança, o único consolo, será a morte”.",Porém os maus olharão em redor desesperados e não acharão lugar para onde fugir; para eles a morte será a única esperança.”,Mas os olhos dos ímpios fenecerão e em vão procurarão refúgio; o suspiro da morte será a esperança que terão”.
18235,"Os filhos de leão bramaram sobre ele e levantaram a sua voz; e puseram a sua terra em assolação; as suas cidades se queimaram, e ninguém habita nelas.","Os leões novos rugiram contra ele e levantaram a sua voz. Fizeram da terra de Israel uma desolação; as suas cidades estão queimadas, e não há quem nelas habite.","Grandes exércitos, como leões ferozes, deixaram a terra de Judá completamente destruída; as cidades ficaram queimadas e vazias.","Como se fossem leões, eles têm dado urros contra Israel; eles têm rugido com força. Fizeram com que a terra de Israel virasse um deserto; as suas cidades estão destruídas, e ninguém mora nelas.","de leões que rugem e urram contra ele? Arrasaram a sua terra, queimaram as suas cidades e as deixaram desabitadas."
21002,"Quando ouvirdes o som da buzina, do pífaro, da harpa, da sambuca, do saltério, da gaita de foles e de toda sorte de música, vos prostrareis e adorareis a imagem de ouro que o rei Nabucodonosor tem levantado.","que, no momento em que ouvirem o som da trombeta, da flauta, da harpa, da cítara, da lira, da gaita de foles e de todo tipo de música, vocês se prostrem e adorem a imagem de ouro que o rei Nabucodonosor levantou.","Quando ouvirem o som das trombetas, das flautas, das cítaras, das liras, das harpas e dos outros instrumentos, todos devem se curvar até o chão e adorar a imagem de ouro que o rei Nabucodonosor construiu.","Quando ouvirem o som das trombetas, das flautas, das cítaras, das liras, das harpas e dos outros instrumentos musicais, ajoelhem-se todos e adorem a estátua de ouro que o rei Nabucodonosor mandou fazer.","Quando ouvirem o som da trombeta, do pífaro, da cítara, da harpa, do saltério, da flauta dupla e de toda espécie de música, prostrem-se em terra e adorem a imagem de ouro que o rei Nabucodonosor ergueu."
28229,"Mas, quando aprouve a Deus, que desde o ventre de minha mãe me separou e me chamou pela sua graça,","Mas, quando Deus, que me separou antes de eu nascer e me chamou pela sua graça, achou por bem","Antes mesmo de eu nascer, Deus tinha me escolhido para ser dele, chamando-me por sua graça! Assim ele resolveu","Porém Deus, na sua graça, me escolheu antes mesmo de eu nascer e me chamou para servi-lo. E, quando ele resolveu",Mas Deus me separou desde o ventre materno e me chamou por sua graça. Quando lhe agradou
26754,disse-lhes: Recebestes vós já o Espírito Santo quando crestes? E eles disseram-lhe: Nós nem ainda ouvimos que haja Espírito Santo.,"perguntou-lhes: — Vocês receberam o Espírito Santo quando creram? Ao que eles responderam: — Pelo contrário, nem mesmo ouvimos que existe o Espírito Santo.","“Vocês receberam o Espírito Santo quando creram?”, perguntou-lhes Paulo. “Não”, responderam, “nós nem sequer sabemos que existe o Espírito Santo”.","e perguntou: — Quando vocês creram, vocês receberam o Espírito Santo? Eles responderam: — Nós nem mesmo sabíamos que existe o Espírito Santo.","e lhes perguntou: “Vocês receberam o Espírito Santo quando creram?” Eles responderam: “Não, nem sequer ouvimos que existe o Espírito Santo”."
20429,"Naquele dia, sairão mensageiros de diante de mim em navios, para espantarem a Etiópia descuidada; e haverá neles grandes dores, como no dia do Egito; porque eis que já vem.","— Naquele dia, enviarei mensageiros em navios, para amedrontarem o povo da Etiópia, que vive despreocupado, e haverá angústia entre eles no dia da ruína do Egito; pois eis que já vem.","“Nessa mesma ocasião mandarei mensageiros em navios; as suas notícias deixarão os etíopes muito assustados, mesmo que agora se sintam seguros. Eles sentirão a mesma angústia que os egípcios sentiram. Tudo isso se aproxima bem depressa.","— Quando aquele dia chegar, e o Egito for destruído, mandarei mensageiros em navios para porem medo no povo descuidado da Etiópia, e esse povo ficará apavorado. E aquele dia está chegando!","“Naquele dia enviarei mensageiros em navios para assustar o povo da Etiópia, que se sente seguro. A angústia se apoderará deles no dia da condenação do Egito, pois é certo que isso acontecerá."
