,src_sent,pred_sent,reference_nbv,reference_nlth,reference_naa,reference_nvi,bleu_score
2379,"""Exaltar-te-ei, ó SENHOR, porque tu me exaltaste; e não fizeste com que meus inimigos se alegrassem sobre mim.""
","""Exaltar-te-ei, ó SENHOR, porque tu me exaltaste; e não fizeste com que meus inimigos se <unk>
","""Eu exaltarei o SENHOR, pois me livrou dos meus inimigos. Eles não puderam se alegrar com uma vitória sobre mim.""
","""Ó SENHOR Deus, eu te louvo porque me socorreste e não deixaste que os meus inimigos zombassem de mim.""
","""Eu te exaltarei, SENHOR, porque tu me livraste e não permitiste que os meus inimigos se alegrassem contra mim.""
","""Eu te exaltarei, SENHOR, pois tu me reergueste e não deixaste que os meus inimigos se divertissem à minha custa.""
",24.701991296369975
2380,"""Têm boca, mas não falam; têm olhos, mas não veem;""
","""Têm boca, mas não falam; têm olhos, mas não veem;""
","""Têm boca, mas não falam: olhos, mas não veem.""
","""Eles têm boca, mas não falam; têm olhos, mas não veem.""
","""Têm boca e não falam; têm olhos e não veem;""
","""Têm boca, mas não podem falar; olhos, mas não podem ver;""
",98.01882078613896
2381,"""Pesada é a pedra, e a areia também; mas a ira do insensato é mais pesada do que elas ambas.""
","""Pesada é a pedra, e a areia do insensato é mais pesada do que elas <unk>
","""As pedras e a areia são pesadas, mas o peso causado pela insensatez dos tolos é ainda maior.""
","""As pedras e a areia são pesadas, mas os problemas causados pelo mau gênio dos tolos pesam mais ainda.""
","""Pesada é a pedra, e a areia também; mas a ira do insensato é mais pesada do que as duas.""
","""A pedra é pesada e a areia é um fardo, mas a irritação causada pelo insensato é mais pesada do que as duas juntas.""
",62.741025381790216
2382,"""E estavam ali Maria Madalena e a outra Maria, assentadas defronte do sepulcro.""
","""E estavam ali Maria Madalena e a outra Maria, assentadas defronte do túmulo.""
","""Tanto Maria Madalena como a outra Maria estavam sentadas ali perto em frente ao túmulo.""
","""Maria Madalena e a outra Maria estavam ali, sentadas em frente do túmulo.""
","""Estavam ali, sentadas em frente do túmulo, Maria Madalena e a outra Maria.""
","""Maria Madalena e a outra Maria estavam assentadas ali, em frente do sepulcro.""
",48.80217780091719
2383,"""Agora, pois, peço-vos que perdoeis o meu pecado somente desta vez e que oreis ao SENHOR, vosso Deus, que tire de mim somente esta morte.""
","""Agora, pois, pois, que desprezaram o meu pecado somente desta vez e que oreis ao SENHOR, o seu Deus, que tire de mim somente esta morte.""
","""Agora, pois, peço que perdoem o meu pecado e orem ao SENHOR, o seu Deus, para que me livre desta morte”.""
","""Agora peço que perdoem o meu pecado ainda esta vez e que orem ao SENHOR, seu Deus, para que ele tire de mim este castigo terrível.""
","""Agora peço que me perdoem o pecado ainda esta vez e que orem ao SENHOR, seu Deus, para que tire de mim esta praga mortal.""
","""Agora perdoem ainda esta vez o meu pecado e orem ao SENHOR, o seu Deus, para que leve esta praga mortal para longe de mim”.""
",43.7625637642575
2384,"""E há de ser que, quando estes sinais te vierem, faze o que achar a tua mão, porque Deus é contigo.""
","""E, quando estes sinais lhe vierem, faça o que achar a tua mão, porque Deus é você, porque Deus é você.""
","""Assim que esses sinais se cumprirem, tome as decisões que parecerem certas para você, pois o SENHOR estará com você.""
","""Quando isso acontecer, faça tudo o que tiver de fazer, pois Deus estará com você.""
","""Quando estes sinais se cumprirem, faça o que a ocasião exigir, porque Deus está com você.""
","""Assim que esses sinais se cumprirem, faça o que achar melhor, pois Deus está com você.""
",23.887527917609027
2385,"""Porém o teu assentar, e o teu sair, e o teu entrar, e o teu furor contra mim, eu o sei.""
","""Mas o seu assentar, e o seu sair, e o seu entrar, eu o sei.""
","""Eu, porém, sei tudo a seu respeito. Conheço todos os seus planos, e sei para onde vai e quando retorna; e também sei o quanto me odeia.""
","""“Mas eu o conheço muito bem; sei o que você faz e aonde vai. Sei que você me odeia.""
","""Mas eu sei onde você está; conheço o seu sair e o seu entrar, e o seu furor contra mim.""
","""Eu, porém, sei onde você está, sei quando você sai e quando retorna; e como você se enfurece contra mim.""
",35.64026463354184
2386,"""E acontecerá que, se eles te não crerem, nem ouvirem a voz do primeiro sinal, crerão a voz do derradeiro sinal;""
","""Se eles não <unk> nem ouvirem a voz do primeiro sinal, crerão a voz do derradeiro
","""Continuou o SENHOR: “Se eles não acreditarem ao ver o primeiro milagre, acreditarão ao ver o segundo.""
","""Então o SENHOR lhe disse: — Se com o primeiro milagre os israelitas não acreditarem em você e não se convencerem, então com o segundo vão acreditar.""
","""O SENHOR continuou: — Se eles não acreditarem em você, nem atenderem à evidência do primeiro sinal, talvez acreditarão na evidência do segundo.""
","""Prosseguiu o SENHOR: “Se eles não acreditarem em você nem derem atenção ao primeiro sinal milagroso, acreditarão no segundo.""
",17.14814356551275
2387,"""Trazei o povo cego, que tem olhos; e os surdos, que têm ouvidos.""
","""Trazei o povo cego, que tem olhos; e os surdos,
","""Traga esse povo que tem olhos, mas não vê, que tem ouvidos, mas não ouve!""
","""O SENHOR Deus diz: “Tragam o meu povo para ser julgado. Eles têm olhos, mas não veem, têm ouvidos, mas não ouvem.""
","""“Traga o povo que é cego, ainda que tenha olhos, e que é surdo, ainda que tenha ouvidos.""
","""Traga o povo que tem olhos, mas é cego, que tem ouvidos, mas é surdo.""
",17.04960194455123
2388,"""Porque satisfiz a alma cansada, e toda a alma entristecida saciei.""
","""Porque satisfiz a alma cansada, e toda a alma <unk>
","""porque eu dei alívio aos cansados e forças aos fracos”, diz o SENHOR.""
","""Eu animarei os cansados e darei comida a todos os que estão fracos de fome.""
","""Porque satisfarei à alma cansada, e saciarei toda alma desfalecida.""
","""Restaurarei o exausto e saciarei o enfraquecido”.""
",23.397625978961173
2389,"""Ora, eu rogo a Deus que não façais mal algum, não para que sejamos achados aprovados, mas para que vós façais o bem, embora nós sejamos como reprovados.""
","""Ora, eu digo a Deus que não façam nenhum mal para que vocês sejamos aprovados, mas para que vocês sejam aprovados, mas nós sejamos como reprovados.""
","""Minha oração é que vocês vivam decentemente, não porque isso será motivo de orgulho para nós, provando que o nosso ensino está certo; não porque nós desejamos que vocês procedam corretamente, ainda que nós mesmos sejamos desprezados.""
","""Oramos a Deus pedindo que vocês não façam nada que seja mau, não para mostrar que nós somos um sucesso, mas para que vocês façam o que é certo. E não importa que fique parecendo que nós falhamos.""
","""Estamos orando a Deus para que vocês não façam mal algum, não para que, simplesmente, pareça que nós fomos aprovados, mas que vocês façam o bem, mesmo que pareça que nós fomos reprovados.""
","""Agora, oramos a Deus para que vocês não pratiquem mal algum. Não para que os outros vejam que temos sido aprovados, mas para que vocês façam o que é certo, embora pareça que tenhamos falhado.""
",20.344414814133387
2390,"""E Davi permaneceu no deserto, nos lugares fortes, e ficou em um monte no deserto de Zife; e Saul o buscava todos os dias, porém Deus não o entregou na sua mão.""
","""Então Davi permaneceu no deserto, nos lugares fortes, nos lugares fortes, e Saul ficou em um monte no deserto de Zife; e Saul não o entregou na mão dele.""
","""Davi agora vivia nas fortalezas do deserto que havia na região das colinas de Zife. Saul perseguia Davi dia após dia, mas o SENHOR não o deixava encontrá-lo.""
","""Davi se escondeu nas fortalezas da região deserta e montanhosa que fica perto de Zife. Saul continuava a procurá-lo todos os dias, mas Deus não entregou Davi a ele.""
","""Davi permaneceu no deserto, nos lugares seguros, e ficou na região montanhosa no deserto de Zife. Saul buscava-o todos os dias, porém Deus não o entregou nas suas mãos.""
","""Davi permaneceu nas fortalezas do deserto e nas colinas do deserto de Zife. Dia após dia Saul o procurava, mas Deus não entregou Davi em suas mãos.""
",30.652280830427507
2391,"""E, assentando-se o rei no seu assento, como as outras vezes, no lugar junto à parede, Jônatas se levantou, e assentou-se Abner ao lado de Saul; e o lugar de Davi apareceu vazio.""
","""E, assentando-se o rei no seu assento, como as outras vezes, no lugar junto à parede, Jônatas se levantou, Abner se levantou, e o lugar de Davi apareceu de medo.""
","""Ele ocupou o seu lugar de costume, encostado à parede. Jônatas assentou-se defronte dele, e Abner estava assentado ao lado de Saul, mas o lugar de Davi estava vazio.""
","""e sentou-se para comer no lugar de costume, perto da parede. Abner sentou-se ao lado de Saul, e Jônatas, na sua frente. Mas o lugar de Davi ficou vazio.""
","""O rei sentou-se na sua cadeira, segundo o costume, no lugar junto à parede. Jônatas ficou na frente dele, e Abner sentou-se ao lado de Saul. Mas o lugar de Davi estava desocupado.""
","""Ocupou o lugar de costume, junto à parede, em frente de Jônatas, e Abner sentou-se ao lado de Saul, mas o lugar de Davi ficou vazio.""
",25.87968788055554
2392,"""Também lhe farás sete lâmpadas, as quais se acenderão para alumiar defronte dele.""
","""— Pegue sete lâmpadas, as quais se acenderão para alumiar
","""“Depois faça sete lâmpadas. Coloque as lâmpadas de modo que iluminem a frente do candelabro.""
","""Faça sete lamparinas para o candelabro e coloque-as na parte de cima, de maneira que iluminem a frente dele.""
","""— Faça também as sete lâmpadas do candelabro, as quais se acenderão para iluminar o espaço diante dele.""
","""“Faça-lhe também sete lâmpadas e coloque-as nele para que iluminem a frente dele.""
",36.94884643866459
2393,"""de sorte que até os lenços e aventais se levavam do seu corpo aos enfermos, e as enfermidades fugiam deles, e os espíritos malignos saíam.""
","""de modo que os lenços e os <unk> se levavam do corpo aos enfermos, e as enfermidades fugiam deles, e os espíritos <unk>
","""De modo que até quando os lenços ou peças da roupa que ele usava eram levados e colocados sobre os doentes, estes ficavam curados das suas doenças, e os espíritos malignos que estavam neles saíam.""
","""tanto que as pessoas pegavam lenços e aventais que ele usava e os levavam para os doentes tocarem. E, quando estes tocavam neles, ficavam curados; e de outras pessoas saíam os espíritos maus.""
","""a ponto de levarem aos enfermos lenços e aventais do seu uso pessoal, diante dos quais as enfermidades fugiam das suas vítimas, e os espíritos malignos se retiravam.""
","""de modo que até lenços e aventais que Paulo usava eram levados e colocados sobre os enfermos. Estes eram curados de suas doenças, e os espíritos malignos saíam deles.""
",22.534110523219535
2394,"""Porém o SENHOR lhe disse: Paz seja contigo; não temas, não morrerás.""
","""Mas o SENHOR lhe disse: — Que a paz esteja com você. Não tenha medo, nem <unk>
","""“Que a paz esteja com você”, disse o Senhor. “Não tenha medo! Você não vai morrer por causa disto!”""
","""Mas o SENHOR respondeu: — Não fique com medo. Tudo está bem. Você não morrerá.""
","""Mas o SENHOR lhe disse: — Que a paz esteja com você! Não tenha medo! Você não morrerá!""
","""Disse-lhe, porém, o SENHOR: “Paz seja com você! Não tenha medo. Você não morrerá”.""
",66.1752015273917
2395,"""Este é o que esteve entre a congregação no deserto, com o anjo que lhe falava no monte Sinai, e com nossos pais, o qual recebeu as palavras de vida para no-las dar.""
","""Este é o que esteve entre a congregação no deserto, com o anjo que lhe falava no monte Sinai, e com nossos pais, o qual recebeu as palavras de vida para no-las
","""Pois no deserto Moisés foi o mediador entre o povo de Israel e o anjo que deu a eles a Lei de Deus — a palavra viva — no monte Sinai, para transmiti-las a nós.""
","""Foi Moisés quem esteve com os israelitas reunidos no deserto; ele esteve lá com os nossos antepassados e com o anjo que falou com ele no monte Sinai. E foi Moisés quem recebeu e nos entregou as mensagens vivas de Deus.""
","""É este Moisés quem esteve na congregação no deserto, com o anjo que lhe falava no monte Sinai e com os nossos pais. Foi ele quem recebeu palavras vivas para nos transmitir.""
","""Ele estava na congregação, no deserto, com o anjo que lhe falava no monte Sinai e com os nossos antepassados, e recebeu palavras vivas, para transmiti-las a nós.""
",46.01113447960018
2396,"""E, entrando apressadamente, pediu ao rei, dizendo: Quero que, imediatamente, me dês num prato a cabeça de  Batista.""
","""Então apressadamente, pediu a Deus, o rei, dizendo: — Quero que me dês num prato de Batista.""
","""Então a jovem voltou depressa ao rei e disse: “Eu quero a cabeça de  Batista, agora mesmo, numa bandeja!”""
","""No mesmo instante a moça voltou depressa aonde estava o rei e pediu: — Quero a cabeça de  Batista num prato, agora mesmo!""
","""No mesmo instante, voltando apressadamente para junto do rei, disse: — Quero que, sem demora, o senhor me dê num prato a cabeça de  Batista.""
","""Imediatamente a jovem apressou-se em apresentar-se ao rei com o pedido: “Desejo que me dês agora mesmo a cabeça de  Batista num prato”.""
",29.94022351122892
